Destination,State/Region,Category,Best Season to Visit,Popular Activities,Average Budget,Visitor Ratings,Number of Reviews,State,Rating,Budget_Level,Preferred_Activity,Season_Preference,User_Age_Group,Preferred_Travel_Type
Jaisalmer,,Heritage,,,,,,Tamil Nadu,4.948485051043473,Low,Rafting,Any,36-50,Luxury
Chennai,,Historical,,,,,,Jammu & Kashmir,3.8789850251397273,Low,Shopping,Monsoon,36-50,Solo
Coorg,,Wildlife,,,,,,Himachal Pradesh,3.1208938459705404,High,Temple Visit,Summer,36-50,Solo
Ooty,,Heritage,,,,,,Punjab,4.498231158051741,Medium,Beach Activities,Any,36-50,Family
Hyderabad,,Historical,,,,,,Uttarakhand,4.130346512447875,Medium,Palace Tour,Monsoon,26-35,Family
Udaipur,,Luxury,,,,,,Uttarakhand,3.895782689688926,Low,Safari,Monsoon,36-50,Friends
Leh,,Adventure,,,,,,Punjab,3.618537757584379,High,Hiking,Winter,36-50,Friends
Manali,,Hill Station,,,,,,West Bengal,4.004797055687071,Low,Food Tour,Summer,18-25,Solo
Udaipur,,Luxury,,,,,,Gujarat,3.677359208914062,Medium,Temple Visit,Monsoon,36-50,Solo
Mount Abu,,Adventure,,,,,,Himachal Pradesh,4.514023735494721,Medium,Snowboarding,Any,50+,Friends
Haridwar,,Religious,,,,,,Punjab,4.087787392985282,High,Safari,Summer,18-25,Solo
Haridwar,,Historical,,,,,,Tamil Nadu,4.753695548308224,Low,Beach Activities,Any,26-35,Friends
Jim Corbett,,Historical,,,,,,Gujarat,4.087087829298884,Medium,Hiking,Any,50+,Family
Andaman,,Wildlife,,,,,,Uttarakhand,3.47652482667986,Medium,Cultural Tour,Monsoon,36-50,Solo
Kedarnath,,Adventure,,,,,,Karnataka,4.702183764464289,High,Snowboarding,Monsoon,18-25,Solo
Ajanta Caves,,Religious,,,,,,Tamil Nadu,4.114438089860088,Medium,Food Tour,Winter,36-50,Friends
Andaman,,Historical,,,,,,Himachal Pradesh,3.4136820762871225,Medium,Palace Tour,Any,18-25,Luxury
Coorg,,Heritage,,,,,,Uttar Pradesh,4.247015619912444,Low,Temple Visit,Monsoon,36-50,Luxury
Pune,,Adventure,,,,,,Madhya Pradesh,3.715433529884855,High,Trekking,Winter,50+,Family
Mount Abu,,Adventure,,,,,,Karnataka,4.688811224584132,High,Temple Visit,Summer,26-35,Solo
Prayagraj,,Beach,,,,,,Uttar Pradesh,3.906599477293086,High,Safari,Winter,50+,Solo
Coorg,,Wildlife,,,,,,Jammu & Kashmir,4.452882716214834,Low,Temple Visit,Winter,50+,Friends
Sikkim,,Wildlife,,,,,,Gujarat,3.1910724152724743,High,Safari,Any,26-35,Luxury
Andaman,,Luxury,,,,,,Tamil Nadu,3.792048692604692,Medium,Hiking,Summer,18-25,Luxury
Kerala,,Heritage,,,,,,Tamil Nadu,4.966482872944797,High,Snowboarding,Any,18-25,Family
Gwalior,,Beach,,,,,,Tamil Nadu,4.616920578954296,Medium,Temple Visit,Any,26-35,Luxury
Amritsar,,Luxury,,,,,,West Bengal,3.3198816047338573,High,Snowboarding,Winter,36-50,Luxury
Jim Corbett,,Religious,,,,,,Tamil Nadu,3.55552809895451,High,Palace Tou,Winter,18-25,Luxury
Manali,,Luxury,,,,,,Uttar Pradesh,3.659631617712722,Low,Palace Tour,Monsoon,50+,Friends
Goa,,Religious,,,,,,West Bengal,4.300731120990891,High,Safari,Winter,26-35,Luxury
Mussoorie,,Heritage,,,,,,Jammu & Kashmir,4.5139895189793116,High,Beach Activities,Monsoon,50+,Family
Pune,,Historical,,,,,,Goa,4.4990532176158196,Low,Palace Tour,Any,18-25,Luxury
Sikkim,,Wildlife,,,,,,Rajasthan,4.019748112612806,Medium,Boating,Winter,26-35,Family
Delhi,,Historical,,,,,,Jammu & Kashmir,4.621641075676303,High,Temple Visit,Summer,26-35,Friends
Mount Abu,,Religious,,,,,,Maharashtra,3.8741561655149503,High,Boating,Summer,18-25,Friends
Mussoorie,,Heritage,,,,,,West Bengal,3.247761130591124,Medium,Temple Visit,Any,18-25,Family
Rishikesh,,Historical,,,,,,Madhya Pradesh,4.128883683307627,Low,Rafting,Any,26-35,Friends
Varanasi,,Luxury,,,,,,Uttar Pradesh,4.904602769202214,High,Snowboarding,Winter,36-50,Solo
Bangalore,,Religious,,,,,,Uttar Pradesh,4.585987302785023,Low,Hiking,Monsoon,26-35,Solo
Kerala,,Hill Station,,,,,,Himachal Pradesh,4.157401295384485,Medium,Safari,Winter,36-50,Solo
Agra,,Adventure,,,,,,Uttarakhand,4.293611320698194,Medium,Food Tour,Monsoon,50+,Solo
Leh,,Luxury,,,,,,Tamil Nadu,4.861124054071145,Low,Food Tour,Winter,36-50,Solo
Prayagraj,,Wildlife,,,,,,Gujarat,3.856685588869921,Medium,Cultural Tour,Summer,36-50,Friends
Leh,,Historical,,,,,,Uttar Pradesh,3.6627882778852747,Medium,Photography,Summer,18-25,Family
Ooty,,Luxury,,,,,,Tamil Nadu,4.954483130000898,High,Shopping,Monsoon,26-35,Friends
Andaman,,Hill Station,,,,,,Punjab,4.726886267020667,Low,Beach Activities,Winter,50+,Luxury
Amritsar,,Heritage,,,,,,Uttarakhand,3.6460871692372048,High,Safari,Any,26-35,Solo
Jim Corbett,,Heritage,,,,,,Punjab,3.9275611947218456,Low,Palace Tour,Monsoon,36-50,Solo
Amritsar,,Luxury,,,,,,Madhya Pradesh,3.830156258015598,High,Trekking,Summer,36-50,Friends
Mysore,,Hill Station,,,,,,Gujarat,3.298191357342868,Medium,Beach Activities,Monsoon,36-50,Luxury
Kolkata,,Historical,,,,,,Karnataka,4.915638647626518,Low,Beach Activities,Winter,26-35,Friends
Prayagraj,,Luxury,,,,,,Madhya Pradesh,3.8086248624395176,Low,Trekking,Any,36-50,Family
Leh,,Adventure,,,,,,Tamil Nadu,4.750658165275816,Low,Snowboarding,Any,26-35,Solo
Mount Abu,,Adventure,,,,,,West Bengal,3.37871245536133,Low,Beach Activities,Monsoon,50+,Friends
Ooty,,Beach,,,,,,Maharashtra,4.095741621274439,Medium,Rafting,Winter,50+,Family
Jaisalmer,,Religious,,,,,,Uttarakhand,3.0479227702485394,Medium,Beach Activities,Winter,26-35,Solo
Haridwar,,Beach,,,,,,Gujarat,4.528440967684617,Medium,Photography,Any,,Solo
Sikkim,,Historical,,,,,,West Bengal,4.161827796492557,High,Shopping,Summer,18-25,Solo
Darjeeling,,Adventure,,,,,,Uttar Pradesh,4.251179166939505,Medium,,Winter,36-50,Luxury
Andaman,,Hill Station,,,,,,Maharashtra,3.1034417651093067,High,Boating,Any,36-50,Friends
Mussoorie,,Religious,,,,,,Goa,3.422076660417231,High,Hiking,Any,36-50,Solo
Shimla,,Historical,,,,,,Uttar Pradesh,3.1486617447071605,Medium,Food Tour,Winter,18-25,Solo
Amritsar,,Hill Station,,,,,,Rajasthan,3.5778286316076233,Medium,Snowboarding,Winter,36-50,Family
Jaipur,,Historical,,,,,,Jammu & Kashmir,4.2548780153643015,Medium,Safari,Monsoon,26-35,Friends
Amritsar,,Beach,,,,,,Uttarakhand,4.13237196863475,High,Palace Tour,Summer,36-50,Family
Varanasi,,Heritage,,,,,,Gujarat,4.2242996432267805,Low,Hiking,Monsoon,26-35,Friends
Kerala,,Hill Station,,,,,,Rajasthan,4.098502542755789,Medium,Rafting,Monsoon,50+,Solo
Prayagraj,,Beach,,,,,,Madhya Pradesh,3.546057591351719,High,Snowboarding,Any,26-35,Luxury
Mysore,,Beach,,,,,,Tamil Nadu,3.4890149946888505,High,Boating,Any,26-35,Family
Rann of Kutch,,Beac,,,,,,Uttarakhand,3.2741193670731628,Medium,Shopping,Summer,26-35,Luxury
Bangalore,,Heritage,,,,,,Karnataka,4.698141749806984,High,Cultural Tour,Monsoon,36-50,Luxury
Mussoorie,,Heritage,,,,,,Karnataka,4.232958717082489,Medium,Boating,Monsoon,18-25,Luxury
Jaisalmer,,Luxury,,,,,,Jammu & Kashmir,3.3730220250081198,High,Safari,Any,18-25,Friends
Ajanta Caves,,Heritage,,,,,,Uttarakhand,3.354418759642479,Low,Trekking,Any,26-35,Friends
Goa,,Religious,,,,,,Madhya Pradesh,4.746071203052273,High,Palace Tour,Winter,36-50,Luxury
Ajanta Caves,,Heritage,,,,,,West Bengal,4.485461727526639,Medium,Trekking,Monsoon,18-25,Solo
Kerala,,Heritage,,,,,,Punjab,4.3187981598107426,Low,Hiking,Summer,50+,Solo
Hyderabad,,Heritage,,,,,,Himachal Pradesh,3.8137282150785996,Medium,Hiking,Monsoon,50+,Luxury
Haridwar,,Historical,,,,,,West Bengal,3.523951128557035,High,Temple Visit,Any,36-50,Family
Mount Abu,,Hill Station,,,,,,Jammu & Kashmir,4.958901526225647,Low,Cultural Tour,Winter,50+,Family
Leh,,Heritage,,,,,,Gujarat,4.594479150045601,Low,Palace Tour,Monsoon,50+,Friends
Ooty,,Religious,,,,,,Karnataka,3.6035584462725527,High,Safari,Summer,50+,Family
Mysore,,Historical,,,,,,Uttarakhand,4.69512959255699,Low,Snowboarding,Any,18-25,Solo
Andaman,,Beach,,,,,,West Bengal,4.517863897229363,Low,Food Tour,Winter,50+,Luxury
Kedarnath,,Hill Station,,,,,,Punjab,3.594161099755997,Low,Palace Tour,Monsoon,26-35,Family
Haridwar,,Adventure,,,,,,Rajasthan,3.8531057084832794,Medium,Photography,Summer,26-35,Luxury
Shimla,,Historical,,,,,,West Bengal,3.3719068907820535,Medium,Snowboarding,Any,50+,Family
Manali,,Heritage,,,,,,Tamil Nadu,3.2221048887562187,Low,Snowboarding,Summer,26-35,Friends
Mysore,,Historical,,,,,,Rajasthan,4.445524065679393,High,Photography,Monsoon,18-25,Solo
Mumbai,,Luxury,,,,,,Jammu & Kashmir,3.5350237147077332,High,Temple Visit,Any,36-50,Friends
Coorg,,Luxury,,,,,,Madhya Pradesh,4.640118731492507,Medium,Rafting,Monsoon,26-35,Luxury
Kolkata,,Historical,,,,,,Rajasthan,4.991217423028852,High,Shopping,Winter,50+,Solo
Chennai,,Beac,,,,,,Uttarakhand,3.153239627859297,Low,Cultural Tour,Monsoon,36-50,Solo
Leh,,Beach,,,,,,Maharashtra,3.9460702501674003,High,Cultural Tour,Winter,36-50,Friends
Rishikesh,,Hill Station,,,,,,Maharashtra,4.604125118621607,Medium,Hiking,Monsoon,50+,Family
Rann of Kutch,,Luxury,,,,,,Goa,4.577901793082467,Medium,Temple Visit,Summer,26-35,Friends
Hyderabad,,Adventure,,,,,,Tamil Nadu,4.519994316661937,Low,Trekking,Summer,18-25,Luxury
Ooty,,Wildlife,,,,,,Uttarakhand,3.6979898706038217,Medium,Trekking,Any,26-35,Family
Pune,,Luxury,,,,,,Jammu & Kashmir,3.9077065113701046,Medium,Safari,Summer,26-35,Friends
Chennai,,Historical,,,,,,Uttar Pradesh,4.189936714682941,Medium,Rafting,Summer,18-25,Friends
Haridwar,,Luxury,,,,,,Maharashtra,4.947881167146514,High,Snowboarding,Winter,36-50,Family
Ooty,,Religious,,,,,,Jammu & Kashmir,3.655094541876986,Medium,Beach Activities,Summer,18-25,Family
Goa,,Wildlife,,,,,,Rajasthan,4.846287775433716,High,Beach Activities,Winter,18-25,Family
Varanasi,,Beach,,,,,,Madhya Pradesh,3.538713836360988,Medium,Trekking,Winter,50+,Friends
Mysore,,Wildlife,,,,,,West Bengal,4.978148930947409,Medium,Temple Visit,Winter,50+,Family
Rishikesh,,Luxury,,,,,,Maharashtra,4.340527373655183,High,Rafting,Monsoon,26-35,Family
Amritsar,,Beach,,,,,,Madhya Pradesh,3.927022960717102,High,Photography,Winter,50+,Family
Rishikesh,,Wildlife,,,,,,Uttarakhand,4.22678085612721,Low,Boating,Monsoon,18-25,Solo
Sikkim,,Beach,,,,,,Maharashtra,3.5450623380804136,Low,Hiking,Winter,18-25,Luxury
Shimla,,Beach,,,,,,Punjab,3.548347715022933,High,Food Tour,Monsoon,50+,Family
Rann of Kutch,,Hill Station,,,,,,Punjab,3.227109087686988,Medium,Rafting,Any,50+,Luxury
Ajanta Caves,,Adventure,,,,,,Punjab,3.2281005954107975,Low,Shopping,Any,50+,Family
Chennai,,Beach,,,,,,Tamil Nadu,3.6953434829378224,High,Safari,Monsoon,18-25,Family
Rann of Kutch,,Religiou,,,,,,Gujarat,4.525710955792743,High,Snowboarding,Any,36-50,Solo
Coorg,,Luxury,,,,,,Maharashtra,4.215942335196325,Medium,Shopping,Summer,36-50,Solo
Amritsar,,Luxury,,,,,,Goa,3.205169120662042,High,Snowboarding,Winter,50+,Family
Manali,,Religious,,,,,,Karnataka,4.704473049951822,Low,Hiking,Monsoon,26-35,Family
Mount Abu,,Heritage,,,,,,Jammu & Kashmir,4.202735253980133,Medium,Photography,Any,26-35,Family
Sikkim,,Beach,,,,,,Gujarat,4.921711153569559,High,Cultural Tour,Any,36-50,Luxury
Delhi,,Historical,,,,,,Punjab,4.340370934822415,High,Palace Tour,Summer,50+,Family
Kerala,,Beach,,,,,,Rajasthan,3.350349727408362,Medium,Shopping,Winter,18-25,Luxury
Varanasi,,Beach,,,,,,Uttarakhand,3.9475667246156445,Medium,Palace Tour,Summer,26-35,Solo
Rishikesh,,Historical,,,,,,Tamil Nadu,4.296995195094408,Medium,Cultural Tour,Monsoon,26-35,Luxury
Kedarnath,,Wildlife,,,,,,Himachal Pradesh,3.0565294020999554,Low,Safari,Any,18-25,Family
Coorg,,Beach,,,,,,Punjab,3.0298205283096156,Low,Shopping,Any,18-25,Solo
Delhi,,Beach,,,,,,Jammu & Kashmir,3.2588060011971356,High,Snowboarding,Any,50+,Friends
Agra,,Religious,,,,,,Rajasthan,3.5033288700909413,High,Palace Tour,Summer,18-25,Solo
Udaipur,,Adventure,,,,,,Uttarakhand,3.8590982470413513,Medium,Palace Tour,Summer,18-25,Friends
Chennai,,Adventure,,,,,,West Bengal,3.9748809475195768,High,Food Tour,Winter,18-25,Luxury
Mysore,,Heritage,,,,,,Uttar Pradesh,3.2760552178757933,High,Palace Tour,Monsoon,36-50,Solo
Jaisalmer,,Religious,,,,,,Rajasthan,4.346783158231662,Medium,Snowboarding,Winter,18-25,Solo
Coorg,,Beach,,,,,,Goa,4.19227612339307,Low,Safari,Winter,26-35,Solo
Kolkata,,Adventure,,,,,,Rajasthan,3.5889281976823204,Low,Boating,Any,50+,Luxury
Leh,,Hill Station,,,,,,Rajasthan,3.0273197668705842,Low,Trekking,Summer,50+,Family
Rann of Kutch,,Hill Station,,,,,,Gujarat,3.1552958307065815,High,Rafting,Monsoon,50+,Luxury
Jaisalmer,,Hill Station,,,,,,Goa,3.7833895510216786,Medium,Shopping,Winter,36-50,Solo
Mysore,,Beach,,,,,,West Bengal,3.307948702331368,Low,Photography,Monsoon,26-35,Family
Ooty,,Beach,,,,,,Tamil Nadu,3.7536392122959414,High,Temple Visit,Any,18-25,Solo
Hyderabad,,Historical,,,,,,Maharashtra,4.256365209020711,Medium,Beach Activities,Winter,26-35,Solo
Chennai,,Heritage,,,,,,Uttarakhand,4.094474855758567,Low,Hiking,Summer,50+,Friends
Darjeeling,,Luxury,,,,,,Madhya Pradesh,3.4623517662747885,Low,Rafting,Winter,18-25,Solo
Kerala,,Heritage,,,,,,Rajasthan,3.687644982517505,Medium,Food Tour,Any,50+,Luxury
Jim Corbett,,Heritage,,,,,,Rajasthan,4.228062396897301,High,Palace Tour,Winter,50+,Luxury
Darjeeling,,Wildlife,,,,,,Karnataka,4.721710056086898,High,Safari,Any,50+,Luxury
Kolkata,,Hill Station,,,,,,Goa,4.506426877477755,Low,Hiking,Winter,26-35,Family
Rann of Kutch,,Beach,,,,,,Jammu & Kashmir,4.10680005366683,Medium,Boating,Monsoon,26-35,Friends
Prayagraj,,Hill Station,,,,,,Rajasthan,3.7245859966329724,High,Beach Activities,Summer,,Friends
Kolkata,,Heritage,,,,,,Rajasthan,3.7301025550836107,Medium,Cultural Tour,Any,50+,Solo
Amritsar,,Beach,,,,,,Goa,4.758834620528792,Medium,Boating,Monsoon,18-25,Solo
Ajanta Caves,,Religious,,,,,,Jammu & Kashmir,3.0784871520810926,Low,Shopping,Any,50+,Friends
Mysore,,Historical,,,,,,Goa,4.975965288840522,Medium,Trekking,Winter,50+,Family
Varanasi,,Adventure,,,,,,Madhya Pradesh,4.3287508217031245,Medium,Palace Tour,Any,50+,Luxury
Ooty,,Adventure,,,,,,Gujarat,4.3622753981447815,Medium,Temple Visit,Any,50+,Solo
Prayagraj,,Heritage,,,,,,Tamil Nadu,3.0759956746094845,High,Photography,Summer,26-35,Friends
Mount Abu,,Luxury,,,,,,Rajasthan,4.211058549782544,Low,Beach Activities,Monsoon,50+,Family
Haridwar,,Hill Station,,,,,,Punjab,3.969556120180894,Low,Hiking,Winter,36-50,Luxury
Amritsar,,Religious,,,,,,Uttarakhand,3.2115578137881338,Medium,Palace Tour,Summer,50+,Solo
Jim Corbett,,Beach,,,,,,Madhya Pradesh,3.555844021538718,Medium,Photography,Any,26-35,Luxury
Amritsar,,Luxury,,,,,,Jammu & Kashmir,4.780628912427303,High,Photography,Summer,36-50,Luxury
Rann of Kutch,,Hill Station,,,,,,Punjab,4.099976831731906,Low,Beach Activities,Any,36-50,Friends
Hyderabad,,Heritage,,,,,,Goa,3.8268331503478175,High,Temple Visit,Winter,50+,Friends
Mussoorie,,Hill Station,,,,,,Karnataka,3.1453643116816217,Low,Trekking,Any,50+,Luxury
Rann of Kutch,,Heritage,,,,,,Rajasthan,4.428243054804611,High,Photography,Summer,26-35,Luxury
Udaipur,,Wildlife,,,,,,Karnataka,4.405701646792065,Medium,Cultural Tour,Summer,36-50,Solo
Rann of Kutch,,Adventure,,,,,,Gujarat,4.228087213945127,High,Photography,Any,36-50,Family
Jim Corbett,,Luxury,,,,,,Karnataka,4.020525292441299,Medium,Snowboarding,Monsoon,26-35,Family
Rann of Kutch,,Adventure,,,,,,Goa,3.8675688044147454,Low,Photography,Summer,50+,Luxury
Ajanta Caves,,Hill Station,,,,,,Gujarat,4.186542185975984,Low,Photography,Monsoon,18-25,Friends
Kolkata,,Religious,,,,,,Karnataka,3.4667909034568134,Medium,Safari,Monsoon,18-25,Family
Ajanta Caves,,Beach,,,,,,Maharashtra,4.882518128355295,Low,Boating,Monsoon,36-50,Luxury
Kedarnath,,Heritage,,,,,,Maharashtra,4.177589058360459,High,Rafting,Monsoon,36-50,Friends
Jim Corbett,,Beach,,,,,,Tamil Nadu,3.622384888708753,Medium,Cultural Tour,Summer,50+,Solo
Jim Corbett,,Adventure,,,,,,Rajasthan,3.8993597017703143,Low,Cultural Tour,Summer,18-25,Family
Varanasi,,Historical,,,,,,Rajasthan,4.611369577753784,High,Food Tour,Monsoon,36-50,Solo
Amritsar,,Religious,,,,,,Punjab,3.323232121460595,High,Beach Activities,Summer,50+,Friends
Shimla,,Religious,,,,,,Gujarat,3.585671244920521,Low,Beach Activities,Monsoon,18-25,Luxury
Leh,,Beach,,,,,,Himachal Pradesh,4.359016045473111,Low,Food Tour,Monsoon,26-35,Solo
Mysore,,Adventure,,,,,,Rajasthan,3.630978412964448,High,Boating,Monsoon,36-50,Luxury
Udaipur,,Historical,,,,,,Tamil Nadu,4.585003363722932,Medium,Beach Activities,Any,26-35,Family
Rann of Kutch,,Beach,,,,,,Jammu & Kashmir,3.2609069743547217,Low,Snowboarding,Winter,18-25,Solo
Kedarnath,,Hill Station,,,,,,Karnataka,4.525372340909217,Low,Safari,Summer,50+,Family
Kedarnath,,Religious,,,,,,Jammu & Kashmir,3.1367034297011323,Medium,Rafting,Summer,50+,Family
Jaipur,,Religious,,,,,,Goa,3.0251852253349893,Medium,Rafting,Monsoon,18-25,Family
Sikkim,,Hill Station,,,,,,Punjab,4.796447037664324,Low,Temple Visit,Any,26-35,Family
Delhi,,Adventure,,,,,,Karnataka,4.162678433864597,Medium,Temple Visit,Any,50+,Family
Darjeeling,,Religious,,,,,,Gujarat,3.703653794173623,High,Safari,Summer,36-50,Friends
Leh,,Luxury,,,,,,Karnataka,3.4651892739277006,High,Palace Tour,Monsoon,26-35,Solo
Rann of Kutch,,Historical,,,,,,West Bengal,4.233771566521632,High,Palace Tour,Summer,26-35,Luxury
Jaipur,,Wildlife,,,,,,Gujarat,4.018004367073477,Low,Cultural Tour,Monsoon,36-50,Luxury
Rann of Kutch,,Wildlife,,,,,,Uttar Pradesh,4.98319555105997,Medium,Hiking,Monsoon,18-25,Friends
Mount Abu,,Wildlife,,,,,,Madhya Pradesh,4.9664319733074915,High,Cultural Tour,Winter,50+,Luxury
Jim Corbett,,Heritage,,,,,,Goa,4.270049132283219,Medium,Shopping,Monsoon,26-35,Luxury
Bangalore,,Luxury,,,,,,Rajasthan,3.8857410122117813,,Food Tour,Winter,50+,Luxury
Mumbai,,Heritage,,,,,,Goa,3.982281938269324,Medium,Trekking,Summer,50+,Solo
Manali,,Adventure,,,,,,Gujarat,4.364958132473724,High,Shopping,Summer,26-35,Luxury
Goa,,Hill Station,,,,,,West Bengal,3.203149088470763,High,Temple Visit,Any,18-25,Solo
Prayagraj,,Beach,,,,,,Uttar Pradesh,3.6567041476214364,High,Trekking,Winter,26-35,Luxury
Prayagraj,,Luxury,,,,,,Gujarat,3.1505444820072075,High,Beach Activities,Summer,18-25,Luxury
Gwalior,,Historical,,,,,,Madhya Pradesh,3.1467215190338393,High,Rafting,Winter,36-50,Solo
Varanasi,,Adventure,,,,,,West Bengal,3.3916784837884677,High,Cultural Tour,Summer,18-25,Friends
Ooty,,,,,,,,West Bengal,3.9705065091864538,High,Palace Tour,Winter,18-25,Luxury
Mussoorie,,Adventure,,,,,,Maharashtra,4.569548642325579,High,Safari,Winter,26-35,Family
Chennai,,Heritage,,,,,,Karnataka,3.970991782331745,High,Temple Visit,Monsoon,50+,Family
Delhi,,Wildlife,,,,,,Jammu & Kashmir,3.6709532211217395,Medium,Rafting,Summer,50+,Friends
Pune,,Hill Station,,,,,,Gujarat,3.1647059806735163,Medium,Boating,Any,18-25,Family
Jim Corbett,,Heritage,,,,,,Gujarat,4.100591046366259,Low,Hiking,Monsoon,18-25,Solo
Andaman,,Hill Station,,,,,,Himachal Pradesh,3.5425371729663535,High,Hiking,Any,26-35,Luxury
Goa,,Luxury,,,,,,Gujarat,4.229868355834295,Medium,Safari,Winter,18-25,Luxury
Rann of Kutch,,Beach,,,,,,Madhya Pradesh,4.954375478264836,Medium,Trekking,Monsoon,26-35,Luxury
Kerala,,Adventure,,,,,,Rajasthan,3.2226286429551,Medium,Shopping,Winter,36-50,Luxury
Ajanta Caves,,Religious,,,,,,Tamil Nadu,3.4242507974438796,Medium,Shopping,Summer,18-25,Family
Chennai,,Religious,,,,,,Punjab,3.9461890761987495,Medium,Shopping,Summer,36-50,Family
Delhi,,Hill Station,,,,,,Goa,4.937227630691859,Medium,Snowboarding,Any,18-25,Family
Prayagraj,,Wildlife,,,,,,Rajasthan,4.543619552539991,Low,Trekking,Summer,18-25,Solo
Hyderabad,,Wildlife,,,,,,Karnataka,4.796458386325661,Medium,Temple Visit,Any,36-50,Family
Mount Abu,,Hill Station,,,,,,Maharashtra,3.6674296969515856,Low,Safari,Winter,36-50,Family
Kedarnath,,Heritage,,,,,,Jammu & Kashmir,4.984076947557189,Low,Snowboarding,Monsoon,26-35,Luxury
Prayagraj,,Religious,,,,,,Goa,3.205665632128315,High,Beach Activities,Summer,26-35,
Agra,,Heritage,,,,,,Punjab,3.1059458120922017,High,Boating,Winter,36-50,Friends
Mussoorie,,Beach,,,,,,Himachal Pradesh,4.711205254108056,High,Trekking,Monsoon,18-25,Friends
Leh,,Religious,,,,,,Madhya Pradesh,4.854529740413972,Medium,Boating,Winter,26-35,Luxury
Jaipur,,Beach,,,,,,Karnataka,3.1811707150922035,High,Safari,Any,18-25,Family
Prayagraj,,Adventure,,,,,,Rajasthan,3.226854853491683,Medium,Rafting,Winter,50+,Friends
Jaisalmer,,Heritage,,,,,,Tamil Nadu,3.0663483155115476,Medium,Safari,Any,26-35,Friends
Mount Abu,,Hill Station,,,,,,Jammu & Kashmir,3.209015125285448,High,Palace Tour,Any,26-35,Solo
Darjeeling,,Religious,,,,,,Uttarakhand,3.4188396336005615,High,Snowboarding,Summer,26-35,Luxury
Mumbai,,Heritage,,,,,,Rajasthan,4.940153237820002,Low,Photography,Any,50+,Friends
Darjeeling,,Hill Station,,,,,,Karnataka,4.335720444479361,Low,Rafting,Any,36-50,Friends
Chennai,,Adventure,,,,,,West Bengal,4.557106051037084,Medium,Trekking,Winter,18-25,Luxury
Varanasi,,Religious,,,,,,West Bengal,4.552278807383044,Medium,Beach Activities,Any,50+,Family
Sikkim,,Beach,,,,,,Tamil Nadu,4.070147499558429,High,Boating,Any,36-50,Luxury
Delhi,,Adventure,,,,,,Uttar Pradesh,4.594977955426034,High,Hiking,Winter,26-35,Solo
Darjeeling,,Wildlife,,,,,,Tamil Nadu,4.191615064779939,Low,Safari,Monsoon,36-50,Solo
Rann of Kutch,,Hill Station,,,,,,Jammu & Kashmir,3.629092195206715,High,Hiking,Summer,36-50,Solo
Gwalior,,Historical,,,,,,West Bengal,4.1222202175368015,Medium,Food Tour,Winter,36-50,Friends
Delhi,,Religious,,,,,,Himachal Pradesh,4.067017172269027,High,Temple Visit,Any,18-25,Family
Jaipur,,Religious,,,,,,Himachal Pradesh,4.6469061075186415,Low,Trekking,Winter,36-50,Solo
Amritsar,,Luxury,,,,,,West Bengal,4.963454434763318,Medium,Photography,Monsoon,36-50,Luxury
Jaisalmer,,Luxury,,,,,,Jammu & Kashmir,3.8220851308418613,Low,Temple Visit,Winter,36-50,Solo
Goa,,Adventure,,,,,,Maharashtra,4.5267813568827195,Low,Rafting,Winter,36-50,Friends
Andaman,,Religious,,,,,,Punjab,3.1995260080762673,Medium,Palace Tour,Winter,50+,Solo
Rann of Kutch,,Hill Station,,,,,,Punjab,4.553662738896577,Low,Trekking,Winter,50+,Family
Pune,,Adventure,,,,,,Jammu & Kashmir,3.742833823986464,High,Palace Tour,Any,36-50,Solo
Mumbai,,Beach,,,,,,Uttarakhand,3.0787803257793733,High,Photography,Winter,36-50,Family
Varanasi,,Adventure,,,,,,Punjab,3.7264923571243544,Low,Palace Tour,Monsoon,36-50,Family
Andaman,,Adventure,,,,,,Goa,4.2212855018432895,High,Beach Activities,Winter,26-35,Luxury
Hyderabad,,Historical,,,,,,Madhya Pradesh,3.238500335362933,Low,Rafting,Winter,36-50,Family
Darjeeling,,Beach,,,,,,Punjab,4.848068984860509,High,Safari,Any,36-50,Friends
Kedarnath,,Wildlife,,,,,,Goa,3.155344826545677,Low,Food Tour,Any,50+,Friends
Manali,,Luxury,,,,,,West Bengal,4.860013439666332,High,Snowboarding,Winter,50+,Family
Amritsar,,Hill Station,,,,,,Maharashtra,4.414275035871373,Medium,Photography,Any,50+,Family
Kerala,,Wildlife,,,,,,Tamil Nadu,3.6594243508284072,Medium,Shopping,Any,18-25,Solo
Rishikesh,,Wildlife,,,,,,Maharashtra,3.7815006954181865,High,Palace Tour,Winter,26-35,Solo
